1 0.000281
2 0.000552
3 0.000940
4 0.001564
5 0.002268
6 0.003229
7 0.004396
8 0.006172
9 0.008477
10 0.011600
11 0.015397
12 0.020235
13 0.026211
14 0.033635
15 0.043087
16 0.054699
17 0.068446
18 0.084360
19 0.102248
20 0.120805
21 0.140733
22 0.161655
23 0.181981
24 0.201882
25 0.220151
26 0.236920
27 0.252193
28 0.266871
29 0.279578
30 0.290663
31 0.301219
32 0.310465
33 0.317848
34 0.324269
35 0.330290
36 0.335497
37 0.340063
38 0.344009
39 0.347295
40 0.350439
41 0.353760
42 0.355772
43 0.358317
44 0.359582
45 0.361203
46 0.362875
47 0.364313
48 0.364675
49 0.365562
50 0.366908
51 0.368018
52 0.368722
53 0.369911
54 0.370172
55 0.370510
56 0.371197
57 0.371396
58 0.371774
59 0.371711
60 0.371727
61 0.372273
62 0.372708
63 0.372806
64 0.373478
65 0.373607
66 0.373288
67 0.373008
68 0.372711
69 0.372951
70 0.372582
71 0.373881
72 0.373755
73 0.373601
74 0.373881
75 0.373828
76 0.374269
77 0.374733
78 0.374108
79 0.373752
80 0.374878
81 0.375650
82 0.375480
83 0.375313
