1 0.002233
2 0.013854
3 0.038977
4 0.079661
5 0.126333
6 0.171082
7 0.209782
8 0.240818
9 0.265534
10 0.284564
11 0.298484
12 0.309904
13 0.318561
14 0.325556
15 0.330356
16 0.334775
17 0.338077
18 0.340095
19 0.341558
20 0.343637
21 0.344968
22 0.345939
23 0.346768
24 0.346898
25 0.347437
26 0.348178
27 0.349036
28 0.349023
29 0.349745
30 0.349676
31 0.350086
32 0.350111
33 0.350581
34 0.351016
35 0.351250
36 0.351439
37 0.351218
38 0.350988
39 0.350688
40 0.351080
41 0.351203
42 0.351218
43 0.351499
44 0.351039
45 0.351130
46 0.351196
47 0.351297
48 0.351452
49 0.351508
50 0.351496
51 0.351061
52 0.351329
53 0.351278
54 0.351622
55 0.351896
56 0.351717
57 0.352262
58 0.352199
59 0.352209
60 0.352322
61 0.352060
62 0.352401
63 0.352035
64 0.352442
65 0.352373
66 0.351918
67 0.351959
68 0.351821
69 0.350928
70 0.351013
71 0.351499
72 0.351266
73 0.351515
74 0.351376
75 0.351269
76 0.351729
77 0.352016
78 0.351695
79 0.351808
80 0.351076
81 0.351196
82 0.351029
83 0.350531
