1 0.000009
2 0.000013
3 0.000022
4 0.000038
5 0.000073
6 0.000098
7 0.000123
8 0.000196
9 0.000255
10 0.000356
11 0.000501
12 0.000643
13 0.000993
14 0.001419
15 0.001943
16 0.002655
17 0.003687
18 0.004929
19 0.006736
20 0.009474
21 0.012867
22 0.017506
23 0.023713
24 0.031957
25 0.042786
26 0.056543
27 0.073683
28 0.094163
29 0.118491
30 0.144765
31 0.174627
32 0.204370
33 0.233179
34 0.258888
35 0.283099
36 0.303813
37 0.321284
38 0.335902
39 0.348084
40 0.356912
41 0.363796
42 0.370062
43 0.374367
44 0.377401
45 0.380050
46 0.382239
47 0.384696
48 0.386522
49 0.387673
50 0.389070
51 0.390142
52 0.390675
53 0.391757
54 0.391889
55 0.392378
56 0.392495
57 0.392678
58 0.393548
59 0.393703
60 0.394381
61 0.394340
62 0.394806
63 0.394542
64 0.394671
65 0.394832
66 0.395122
67 0.394661
68 0.394822
69 0.394655
70 0.394450
71 0.394141
72 0.394204
73 0.394829
74 0.394952
75 0.395374
76 0.395131
77 0.395601
78 0.395475
79 0.395667
80 0.395538
81 0.395267
82 0.395544
83 0.396191
