1 708
2 4393
3 12359
4 25259
5 40058
6 54247
7 66518
8 76359
9 84196
10 90230
11 94644
12 98265
13 101010
14 103228
15 104750
16 106151
17 107198
18 107838
19 108302
20 108961
21 109383
22 109691
23 109954
24 109995
25 110166
26 110401
27 110673
28 110669
29 110898
30 110876
31 111006
32 111014
33 111163
34 111301
35 111375
36 111435
37 111365
38 111292
39 111197
40 111321
41 111360
42 111365
43 111454
44 111308
45 111337
46 111358
47 111390
48 111439
49 111457
50 111453
51 111315
52 111400
53 111384
54 111493
55 111580
56 111523
57 111696
58 111676
59 111679
60 111715
61 111632
62 111740
63 111624
64 111753
65 111731
66 111587
67 111600
68 111556
69 111273
70 111300
71 111454
72 111380
73 111459
74 111415
75 111381
76 111527
77 111618
78 111516
79 111552
80 111320
81 111358
82 111305
83 111147
