1 1
2 5
3 8
4 9
5 10
6 10
7 13
8 19
9 29
10 43
11 61
12 103
13 128
14 167
15 221
16 313
17 437
18 626
19 892
20 1288
21 1855
22 2675
23 3798
24 5503
25 7764
26 11042
27 15499
28 21429
29 29009
30 38375
31 49593
32 62016
33 74985
34 87853
35 99846
36 110590
37 119812
38 127159
39 133199
40 138223
41 142309
42 145094
43 147510
44 149506
45 150693
46 151932
47 152762
48 153531
49 154195
50 154728
51 155034
52 155165
53 155290
54 155839
55 155798
56 155892
57 156065
58 156338
59 156382
60 156463
61 156484
62 156604
63 156594
64 156642
65 156636
66 156698
67 156741
68 156809
69 156664
70 156622
71 156472
72 156540
73 156798
74 156632
75 156789
76 156851
77 156877
78 156838
79 156628
80 156784
81 156725
82 156638
83 156754
