1 7315
2 60055
3 136022
4 190138
5 222424
6 240858
7 251801
8 258570
9 262982
10 266164
11 268017
12 269401
13 270417
14 271178
15 271668
16 272487
17 272626
18 272721
19 272964
20 273187
21 273538
22 273457
23 273636
24 273746
25 273724
26 273791
27 273868
28 273968
29 273877
30 274087
31 273859
32 274004
33 273924
34 273870
35 273975
36 273963
37 274033
38 274128
39 273779
40 273779
41 274017
42 274061
43 273903
44 273912
45 274013
46 274070
47 274155
48 274095
49 274063
50 274180
51 274320
52 274307
53 273959
54 273870
55 274004
56 274218
57 274377
58 273910
59 273849
60 273848
61 273617
62 273609
63 273666
64 273775
65 274130
66 274529
67 274272
68 274117
69 274365
70 274123
71 274238
72 274048
73 273929
74 274147
75 274062
76 273931
77 274055
78 273787
79 273831
80 273923
81 274053
82 274046
83 273973
