1 0.000006
2 0.000003
3 0.000003
4 0.000006
5 0.000025
6 0.000073
7 0.000211
8 0.000486
9 0.001038
10 0.002173
11 0.004743
12 0.011293
13 0.025122
14 0.055212
15 0.117368
16 0.230842
17 0.393428
18 0.571436
19 0.711710
20 0.802199
21 0.852952
22 0.879285
23 0.893774
24 0.902544
25 0.907287
26 0.909504
27 0.911031
28 0.912112
29 0.913320
30 0.913491
31 0.914333
32 0.914065
33 0.913894
34 0.913667
35 0.914847
36 0.914661
37 0.914601
38 0.914856
39 0.915563
40 0.914963
41 0.914225
42 0.915049
43 0.914803
44 0.914739
45 0.914579
46 0.915090
47 0.915159
48 0.915559
49 0.915200
50 0.915162
51 0.915197
52 0.914840
53 0.915080
54 0.915020
55 0.915623
56 0.914985
57 0.914799
58 0.914336
59 0.914806
60 0.914538
61 0.914418
62 0.915257
63 0.915471
64 0.915159
65 0.914099
66 0.914225
67 0.914891
68 0.915285
69 0.915386
70 0.915645
71 0.915928
72 0.914985
73 0.914342
74 0.915045
75 0.914973
76 0.914361
77 0.914926
78 0.915181
79 0.914389
80 0.914080
81 0.913989
82 0.914862
83 0.914575
